Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR32732814,WGS,132,5966483819,PRJNA1237248,SAMN47413047,Metagenome or environmental,3411792944,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019481,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000420105.fastq.gz,38.98 N 77.11 W,V000420105,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:43:00Z,1,V000420105,SRP570890
SRR32732815,WGS,135,6419701421,PRJNA1237248,SAMN47413046,Metagenome or environmental,3578126544,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019480,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000420045.fastq.gz,38.98 N 77.11 W,V000420045,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:48:00Z,1,V000420045,SRP570890
SRR32732816,WGS,135,3586929108,PRJNA1237248,SAMN47413045,Metagenome or environmental,2024366045,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019479,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000419975.fastq.gz,38.98 N 77.11 W,V000419975,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:36:00Z,1,V000419975,SRP570890
SRR32732817,WGS,139,7460662018,PRJNA1237248,SAMN47412721,Metagenome or environmental,4091801876,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019478,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000325457.fastq.gz,38.98 N 77.11 W,V000325457,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:44:00Z,1,V000325457,SRP570890
SRR32732818,WGS,131,5732094731,PRJNA1237248,SAMN47413044,Metagenome or environmental,3244244627,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019477,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000419880.fastq.gz,38.98 N 77.11 W,V000419880,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:43:00Z,1,V000419880,SRP570890
SRR32732819,WGS,134,7575997124,PRJNA1237248,SAMN47413043,Metagenome or environmental,4297617866,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019476,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000419875.fastq.gz,38.98 N 77.11 W,V000419875,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:42:00Z,1,V000419875,SRP570890
SRR32732820,WGS,140,6781145743,PRJNA1237248,SAMN47412955,Metagenome or environmental,3728715940,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019475,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394733.fastq.gz,38.98 N 77.11 W,V000394733,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:44:00Z,1,V000394733,SRP570890
SRR32732821,WGS,134,4915686817,PRJNA1237248,SAMN47412712,Metagenome or environmental,2786255255,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019474,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000324062.fastq.gz,38.98 N 77.11 W,V000324062,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:38:00Z,1,V000324062,SRP570890
SRR32732822,WGS,133,7377269469,PRJNA1237248,SAMN47412954,Metagenome or environmental,4197825662,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019473,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394723.fastq.gz,38.98 N 77.11 W,V000394723,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:44:00Z,1,V000394723,SRP570890
SRR32732823,WGS,137,4807702237,PRJNA1237248,SAMN47412953,Metagenome or environmental,2664524757,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019472,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394718.fastq.gz,38.98 N 77.11 W,V000394718,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:38:00Z,1,V000394718,SRP570890
SRR32732824,WGS,139,7126636175,PRJNA1237248,SAMN47412952,Metagenome or environmental,4140351609,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019471,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394683.fastq.gz,38.98 N 77.11 W,V000394683,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:40:00Z,1,V000394683,SRP570890
SRR32732825,WGS,132,4581998136,PRJNA1237248,SAMN47412951,Metagenome or environmental,2617386361,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019470,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394658.fastq.gz,38.98 N 77.11 W,V000394658,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:45:00Z,1,V000394658,SRP570890
SRR32732826,WGS,137,7369179115,PRJNA1237248,SAMN47412950,Metagenome or environmental,4107513929,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019469,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394608.fastq.gz,38.98 N 77.11 W,V000394608,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:41:00Z,1,V000394608,SRP570890
SRR32732827,WGS,137,4957901450,PRJNA1237248,SAMN47412949,Metagenome or environmental,2828791769,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019468,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394523.fastq.gz,38.98 N 77.11 W,V000394523,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:38:00Z,1,V000394523,SRP570890
SRR32732828,WGS,136,5072519584,PRJNA1237248,SAMN47412948,Metagenome or environmental,2831639683,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019467,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394508.fastq.gz,38.98 N 77.11 W,V000394508,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:38:00Z,1,V000394508,SRP570890
SRR32732829,WGS,133,3909794196,PRJNA1237248,SAMN47412947,Metagenome or environmental,2224678566,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019466,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394328.fastq.gz,38.98 N 77.11 W,V000394328,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:36:00Z,1,V000394328,SRP570890
SRR32732830,WGS,138,9592154786,PRJNA1237248,SAMN47412946,Metagenome or environmental,5393810585,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019465,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394298.fastq.gz,38.98 N 77.11 W,V000394298,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:43:00Z,1,V000394298,SRP570890
SRR32732831,WGS,133,6799895539,PRJNA1237248,SAMN47412945,Metagenome or environmental,3845488332,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019464,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394268.fastq.gz,38.98 N 77.11 W,V000394268,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:41:00Z,1,V000394268,SRP570890
SRR32732832,WGS,135,5598609016,PRJNA1237248,SAMN47412711,Metagenome or environmental,3261118556,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019463,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000324002.fastq.gz,38.98 N 77.11 W,V000324002,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:40:00Z,1,V000324002,SRP570890
SRR32732833,WGS,136,6703523800,PRJNA1237248,SAMN47412944,Metagenome or environmental,3783753622,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019462,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394258.fastq.gz,38.98 N 77.11 W,V000394258,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:39:00Z,1,V000394258,SRP570890
SRR32732834,WGS,138,5703651328,PRJNA1237248,SAMN47412943,Metagenome or environmental,3224381892,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019461,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394253.fastq.gz,38.98 N 77.11 W,V000394253,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:39:00Z,1,V000394253,SRP570890
SRR32732835,WGS,133,5335223703,PRJNA1237248,SAMN47412942,Metagenome or environmental,3025546409,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019460,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000394188.fastq.gz,38.98 N 77.11 W,V000394188,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:44:00Z,1,V000394188,SRP570890
SRR32732836,WGS,133,7190807543,PRJNA1237248,SAMN47412941,Metagenome or environmental,4085074572,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019459,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000391228.fastq.gz,38.98 N 77.11 W,V000391228,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:41:00Z,1,V000391228,SRP570890
SRR32732837,WGS,141,6054968295,PRJNA1237248,SAMN47412940,Metagenome or environmental,3304854993,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019458,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000391203.fastq.gz,38.98 N 77.11 W,V000391203,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:49:00Z,1,V000391203,SRP570890
SRR32732838,WGS,134,6588077903,PRJNA1237248,SAMN47412939,Metagenome or environmental,3702868407,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019457,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000391183.fastq.gz,38.98 N 77.11 W,V000391183,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:42:00Z,1,V000391183,SRP570890
SRR32732839,WGS,132,5450901805,PRJNA1237248,SAMN47412938,Metagenome or environmental,3100322971,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019456,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000391133.fastq.gz,38.98 N 77.11 W,V000391133,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:42:00Z,1,V000391133,SRP570890
SRR32732840,WGS,133,4768519074,PRJNA1237248,SAMN47412937,Metagenome or environmental,2691261914,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019455,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000391083.fastq.gz,38.98 N 77.11 W,V000391083,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:44:00Z,1,V000391083,SRP570890
SRR32732841,WGS,139,6142440982,PRJNA1237248,SAMN47412936,Metagenome or environmental,3373941800,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019454,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000390953.fastq.gz,38.98 N 77.11 W,V000390953,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:42:00Z,1,V000390953,SRP570890
SRR32732842,WGS,136,6508658296,PRJNA1237248,SAMN47412935,Metagenome or environmental,3667689595,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019453,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000390380.fastq.gz,38.98 N 77.11 W,V000390380,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:48:00Z,1,V000390380,SRP570890
SRR32732843,WGS,138,6008896446,PRJNA1237248,SAMN47412710,Metagenome or environmental,3304771641,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019452,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000323957.fastq.gz,38.98 N 77.11 W,V000323957,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:42:00Z,1,V000323957,SRP570890
SRR32732844,WGS,136,11305442371,PRJNA1237248,SAMN47412934,Metagenome or environmental,6319661209,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019451,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000390230.fastq.gz,38.98 N 77.11 W,V000390230,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:50:00Z,1,V000390230,SRP570890
SRR32732845,WGS,135,6809372348,PRJNA1237248,SAMN47412933,Metagenome or environmental,3813974838,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019450,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000390220.fastq.gz,38.98 N 77.11 W,V000390220,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:44:00Z,1,V000390220,SRP570890
SRR32732846,WGS,130,4068264948,PRJNA1237248,SAMN47412932,Metagenome or environmental,2320713232,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019449,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000390130.fastq.gz,38.98 N 77.11 W,V000390130,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:40:00Z,1,V000390130,SRP570890
SRR32732847,WGS,136,9140602981,PRJNA1237248,SAMN47412931,Metagenome or environmental,5178338325,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019448,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000390010.fastq.gz,38.98 N 77.11 W,V000390010,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:52:00Z,1,V000390010,SRP570890
SRR32732848,WGS,134,6560290381,PRJNA1237248,SAMN47412930,Metagenome or environmental,3763807428,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019447,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000389930.fastq.gz,38.98 N 77.11 W,V000389930,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:39:00Z,1,V000389930,SRP570890
SRR32732849,WGS,136,4521248531,PRJNA1237248,SAMN47412929,Metagenome or environmental,2590786181,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019446,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000389725.fastq.gz,38.98 N 77.11 W,V000389725,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:40:00Z,1,V000389725,SRP570890
SRR32732850,WGS,128,4817355762,PRJNA1237248,SAMN47412928,Metagenome or environmental,2762439304,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019445,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000389715.fastq.gz,38.98 N 77.11 W,V000389715,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:43:00Z,1,V000389715,SRP570890
SRR32732851,WGS,135,9119884328,PRJNA1237248,SAMN47412927,Metagenome or environmental,5086301825,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2024-10-30,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28019444,USA,North America,USA,Homo sapiens,Illumina HiSeq 4000,V000389284.fastq.gz,38.98 N 77.11 W,V000389284,SINGLE,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2025-03-17T00:00:00Z,2025-03-17T09:46:00Z,1,V000389284,SRP570890
