"species_taxon_id","genus_taxon_id","genus_name"
"1780376","239759","Alistipes"
"1973495","583","Proteus"
"2903556","216851","Faecalibacterium"
"120370","2737","Vagococcus"
"518643","1678","Bifidobacterium"
"1348","1301","Streptococcus"
"1615","46255","Weissella"
"43769","1716","Corynebacterium"
"108486","1716","Corynebacterium"
"1871028","1654","Actinomyces"
"76124",NA,NA
"82803","82802","Trichococcus"
"173362","43668","Brachybacterium"
"191770","191769","Marinilactibacillus"
"516700","227979","Jeotgalicoccus"
"595984","37914","Dietzia"
"37923","32207","Rothia"
"2914164","1263","Ruminococcus"
"194326","2767879","Companilactobacillus"
"1705","1716","Corynebacterium"
"119000","574347","Modicisalibacter"
"179637","2249","Halococcus"
"407035","45669","Salinicoccus"
"1285192","53457","Janibacter"
"1432562","45669","Salinicoccus"
"2230877","1350","Enterococcus"
"1756987","162289","Peptoniphilus"
"61015","1279","Staphylococcus"
"713008","543311","Parvimonas"
"1732567","2767879","Companilactobacillus"
"2494702","547","Enterobacter"
"2899785","2976153","Huaxiibacter"
"33918","33882","Microbacterium"
"59779","265","Paracoccus"
"262208","57493","Kocuria"
"980427","1298","Deinococcus"
"2853450","1269","Micrococcus"
"1176649","357","Agrobacterium"
"2320110",NA,NA
"73030","73029","Dechloromonas"
"164759","238749","Diaphorobacter"
"343013","3051138","Paenacidovorax"
"2004710","501783","Cloacibacterium"
"2934315","2997360","Anaeropeptidivorans"
"45972","1279","Staphylococcus"
"2604158","2802295","Nitratidesulfovibrio"
"1112214","13687","Sphingomonas"
"879566","1427378","Acetatifactor"
"213","209","Helicobacter"
"61652","613","Serratia"
"2841513","1730","Eubacterium"
"1470354","1470353","Candidatus Soleaferrea"
"2736294","558436","Xylanibacter"
"2606637","52228","Hallella"
"28035","1279","Staphylococcus"
"170994","1696","Brevibacterium"
"441501","1716","Corynebacterium"
"29419","209","Helicobacter"
"2652293","2815774","Hornefia"
"1778","1763","Mycobacterium"
"1285","1279","Staphylococcus"
"1080712","1080709","Methanomassiliicoccus"
"53408","286","Pseudomonas"
"197653","1163","Anabaena"
"1639","1637","Listeria"
"1235800",NA,NA
"2941513","2941494","Anaerocaecibacter"
"300","3236654","Ectopseudomonas"
"279828","337004","Microcella"
"392610","1434046","Sphingorhabdus"
"1855332","35798","Nitrosospira"
"90239","475","Moraxella"
"170652","662","Vibrio"
"2482751","2901164","Stutzerimonas"
"2041840","2060871","Galactobacillus"
"2044573","2563783","Anaerolactibacter"
"2606632","2815778","Porcincola"
"2779357","2847307","Thermophilibacter"
"273384","1696","Brevibacterium"
"1497954",NA,NA
"2759747","2742598","Limosilactobacillus"
"2854755","838","Prevotella"
"160386","1716","Corynebacterium"
