"ncbi_taxon_id","scientific_name","rank"
105560,"Methylibium petroleiphilum","species"
1965618,"Desulfovibrio sp. An276","species"
1965650,"Alistipes sp. An66","species"
2763654,"Luoshenia tenuis","species"
1750,"Arachnia propionica","species"
165096,"Weissella koreensis","species"
671231,"TM7 phylum sp. oral taxon 348","species"
2592646,"Clostridium sp. MCC353","species"
287,"Pseudomonas aeruginosa","species"
1965547,"Lachnoclostridium sp. An118","species"
2841037,NA,NA
703,"Plesiomonas shigelloides","species"
2811780,"Porphyromonas bobii","species"
2897341,"Adlercreutzia faecimuris","species"
2746921,"Puniceicoccaceae bacterium Marseille-Q1082","species"
2479843,"Agathobaculum sp. Marseille-P7918","species"
1596,"Lactobacillus gasseri","species"
1598,"Limosilactobacillus reuteri","species"
1632,"Limosilactobacillus oris","species"
2702,"Gardnerella vaginalis","species"
46124,"Granulicatella adiacens","species"
52773,"Schaalia meyeri","species"
2763658,"Ligaoa zhengdingensis","species"
1323,"Faecalicoccus pleomorphus","species"
187327,"Acidaminococcus intestini","species"
1852371,"Raoultibacter massiliensis","species"
196,"Campylobacter fetus","species"
732,"Aggregatibacter aphrophilus","species"
645466,"Anaerostipes butyraticus","species"
1965544,"Flavonifractor sp. An112","species"
1965639,"Gemmiger sp. An50","species"
2605789,"Pyramidobacter porci","species"
1604,"Lactobacillus amylovorus","species"
1965660,"Flavonifractor sp. An82","species"
2742601,"Limosilactobacillus portuensis","species"
1589,"Lactiplantibacillus pentosus","species"
648,"Aeromonas caviae","species"
108980,"Acinetobacter ursingii","species"
1658109,"Candidatus Stoquefichus sp. SB1","species"
2779354,"Gemmiger gallinarum","species"
564,"Escherichia fergusonii","species"
230143,"Scardovia wiggsiae","species"
384638,"[Bacteroides] pectinophilus","species"
2841596,"Hallella faecis","species"
2292348,"Eisenbergiella sp. OF01-20","species"
1280,"Staphylococcus aureus","species"
419208,"Veillonella denticariosi","species"
2606709,"Allobaileyella intestinalis","species"
2785793,"Streptococcus sp. HF-1907","species"
1852386,"Thermophilibacter provencensis","species"
2290870,"Erysipelotrichaceae bacterium 7770_A6","species"
550,"Enterobacter cloacae","species"
2779356,"Gallibacter intestinalis","species"
1965537,"Flavonifractor sp. An10","species"
137838,"Clostridium neonatale","species"
1584,"Lactobacillus delbrueckii","species"
2041044,"Eubacterium maltosivorans","species"
1965542,"Eubacterium sp. An11","species"
739,"Aggregatibacter segnis","species"
1311,"Streptococcus agalactiae","species"
1042156,"Clostridium sp. SY8519","species"
1459,"Sporosarcina globispora","species"
29389,"Streptococcus alactolyticus","species"
47500,"Aneurinibacillus migulanus","species"
2899114,"Pseudomonas sp. KCA11","species"
181675,"Limosilactobacillus coleohominis","species"
419015,"Alloscardovia omnicolens","species"
461393,"Actinomyces massiliensis","species"
1118058,"Actinomyces sp. ph3","species"
28447,"Clavibacter michiganensis","species"
1697793,"Clostridia bacterium UC5.1-1E11","species"
1912897,"Blautia argi","species"
1198456,"Ectopseudomonas guguanensis","species"
1965662,"Gemmiger sp. An87","species"
1907654,"Collinsella bouchesdurhonensis","species"
1965555,"Lachnoclostridium sp. An131","species"
2030927,"Bacteroidales bacterium","species"
1261,"Peptostreptococcus anaerobius","species"
1267,"Sarcina ventriculi","species"
1359,"Lactococcus cremoris","species"
54005,"Peptoniphilus harei","species"
1287640,"Anaerococcus obesiensis","species"
1574265,"Akkermansia sp. KLE1798","species"
1745713,"Bariatricus massiliensis","species"
1816694,"Africanella massiliensis","species"
556261,"Clostridium sp. D5","species"
626933,"Odoribacter laneus","species"
1926283,"Lachnoclostridium edouardi","species"
2049048,"Rikenellaceae bacterium","species"
2883296,"bacterium 210917-SL.2.15","species"
39483,"Faecalitalea cylindroides","species"
1506471,"Dakarella massiliensis","species"
1871030,"Merdibacter massiliensis","species"
1965566,"Erysipelatoclostridium sp. An15","species"
1965575,"Lachnoclostridium sp. An181","species"
39484,"Agathobaculum desmolans","species"
53408,"Pseudomonas citronellolis","species"
1841857,"Culturomica massiliensis","species"
2054177,"Christensenellaceae bacterium","species"
147206,"Collinsella stercoris","species"
2015901,"Massilicoli timonensis","species"
376806,"Bacteroides gallinarum","species"
1871016,"Collinsella phocaeensis","species"
2040291,"Dorea phocaeensis","species"
1796652,"Turicimonas muris","species"
2806443,"Turicibacter sp. TJ11","species"
147802,"Lactobacillus iners","species"
1659,"Actinomyces israelii","species"
111015,"Actinomyces radicidentis","species"
712411,"Olsenella sp. oral taxon 807","species"
1903262,"Bacteroides ndongoniae","species"
1338,"Streptococcus intermedius","species"
78258,"Parascardovia denticolens","species"
78259,"Scardovia inopinata","species"
138595,"Olsenella profusa","species"
1245,"Leuconostoc mesenteroides","species"
176090,"Streptococcus sinensis","species"
328396,"Enterococcus aquimarinus","species"
1159752,"Enterococcus lemanii","species"
2664442,"Fundicoccus ignavus","species"
1940789,"Lactococcus petauri","species"
1633,"Limosilactobacillus vaginalis","species"
249188,"Haemophilus pittmaniae","species"
1697790,"Clostridia bacterium UC5.1-1C12","species"
2049049,"Veillonellaceae bacterium","species"
29391,"Gemella morbillorum","species"
103621,"Actinomyces urogenitalis","species"
113287,"Pseudoramibacter alactolyticus","species"
82135,"Fannyhessea vaginae","species"
1703337,"Hallella colorans","species"
168384,"Marvinbryantia formatexigens","species"
1796610,"Adlercreutzia muris","species"
2748,"Carnobacterium divergens","species"
2751,"Carnobacterium maltaromaticum","species"
2070688,"Rubneribacter badeniensis","species"
176291,"Paucilactobacillus vaccinostercus","species"
1263547,"Oscillibacter ruminantium","species"
1683,"Bifidobacterium angulatum","species"
1965588,"Anaerofilum sp. An201","species"
2086579,"Bacteroides sp. Marseille-P3684","species"
52229,"Hallella seregens","species"
84109,"Slackia exigua","species"
539,"Eikenella corrodens","species"
43997,"Catonella morbi","species"
56774,"[Eubacterium] infirmum","species"
102148,"Solobacterium moorei","species"
361500,"Anaerococcus degeneri","species"
671230,"Parvimonas sp. oral taxon 110","species"
1465757,"Peptoniphilus senegalensis","species"
1871033,"Olsenella urininfantis","species"
2024205,"Urinicoccus timonensis","species"
1254,"Pediococcus acidilactici","species"
1529,"Clostridium cadaveris","species"
66219,"Lachnoclostridium phytofermentans","species"
102862,"Proteus penneri","species"
163665,"Dysgonomonas mossii","species"
2592090,"Lachnospiraceae bacterium MD329","species"
712469,"Alloprevotella sp. oral taxon 473","species"
2548455,"Clostridium cuniculi","species"
1871008,"Eggerthella timonensis","species"
626934,"Slackia piriformis","species"
57037,"Lacticaseibacillus zeae","species"
1965603,"Blautia sp. An249","species"
322095,"Porphyromonas somerae","species"
376805,"Phocaeicola salanitronis","species"
1535962,"Methanomassiliicoccaceae archaeon DOK","species"
1805478,"Olsenella timonensis","species"
1871019,"Enorma phocaeensis","species"
158787,"Bifidobacterium scardovii","species"
1232428,"Megasphaera massiliensis","species"
40216,"Acinetobacter radioresistens","species"
2590867,"Enorma burkinafasonensis","species"
1965636,"Blautia sp. An46","species"
1965631,"Alistipes sp. An31A","species"
1354,"Enterococcus hirae","species"
303541,"Lactobacillus apis","species"
45254,"Indolivaga capnocytophagoides","species"
156974,"Dysgonomonas gade","species"
2692629,"Copranaerobaculum intestinale","species"
1750560,"Parabacteroides massiliensis","species"
1965570,"Anaeromassilibacillus sp. An172","species"
28901,"Salmonella enterica","species"
1218507,"Lactobacillus melliventris","species"
171523,"Lacticaseibacillus pantheris","species"
103892,"Veillonella ratti","species"
2972466,"Tractidigestivibacter montrealensis","species"
1580,"Levilactobacillus brevis","species"
2841523,"Acetivibrio sp. MSJd-27","species"
1381,"Atopobium minutum","species"
1559,"Clostridium tertium","species"
4932,"Saccharomyces cerevisiae","species"
84135,"Gemella sanguinis","species"
184870,"Varibaculum cambriense","species"
938288,"Fenollaria massiliensis","species"
1465756,"Peptoniphilus grossensis","species"
1581061,"Abiotrophia sp. HMSC24B09","species"
1588754,"Veillonellaceae bacterium DNF00626","species"
1723382,"Urinicoccus massiliensis","species"
1871014,"Arcanobacterium urinimassiliense","species"
2811779,"Peptoniphilus rachelemmaiella","species"
2769485,"Parvimonas parva","species"
102684,"Streptococcus infantarius","species"
2815322,"Candidatus Enterococcus myersii","species"
204,"Campylobacter showae","species"
1255,"Pediococcus pentosaceus","species"
1260,"Finegoldia magna","species"
1599,"Latilactobacillus sakei","species"
1383,"Lancefieldella rimae","species"
33033,"Parvimonas micra","species"
1379,"Gemella haemolysans","species"
35517,"[Eubacterium] brachy","species"
46125,"Abiotrophia defectiva","species"
68892,"Streptococcus infantis","species"
936594,"Lachnoanaerobaculum sp. ICM7","species"
1776387,"Peptoniphilus raoultii","species"
2003188,"Parolsenella catena","species"
2093824,"Nanosynbacter lyticus","species"
944170,"Blastocystis sp. subtype 4","species"
1347366,"Clostridium massiliamazoniense","species"
2941323,"Adlercreutzia aquisgranensis","species"
2070686,"Enteroscipio rubneri","species"
1744,"Propionibacterium freudenreichii","species"
1747,"Cutibacterium acnes","species"
691816,"Bacteroides rodentium","species"
1406512,"Candidatus Methanomassiliicoccus intestinalis","species"
52584,"Brachyspira pilosicoli","species"
1965562,"Lachnoclostridium sp. An14","species"
2766537,"Caproicibacterium amylolyticum","species"
2841511,"Blautia sp. MSJ-9","species"
28124,"Porphyromonas endodontalis","species"
1907658,"Bacteroides ilei","species"
1411144,"Bacteroides caecigallinarum","species"
2584622,"Akkermansia sp. BIOML-A66","species"
1805477,"Clostridium sp. Marseille-P299","species"
2738446,"Anaerostipes faecalis","species"
1414719,"Corynebacterium jeddahense","species"
1776390,"Peptoniphilus pacaensis","species"
2058292,"Aedoeadaptatus coli","species"
2763679,"Paratissierella segnis","species"
264463,"Anaerosporobacter mobilis","species"
1325933,"Clostridium polynesiense","species"
755172,"Aedoeadaptatus coxii","species"
1230734,"Clostridiales bacterium S5-A14a","species"
1739395,"Actinomyces sp. HMSC065F11","species"
2944914,"Allocoprobacillus halotolerans","species"
339,"Xanthomonas campestris","species"
43768,"Corynebacterium matruchotii","species"
1282,"Staphylococcus epidermidis","species"
1273,"Micrococcus lylae","species"
28090,"Acinetobacter lwoffii","species"
71999,"Kocuria palustris","species"
1547515,"Rheinheimera mesophila","species"
569,"Hafnia alvei","species"
1111134,"Peptoniphilus sp. BV3C26","species"
1870995,"Actinotignum timonense","species"
614,"Serratia liquefaciens","species"
827,"Campylobacter ureolyticus","species"
411567,"Peptoniphilus gorbachii","species"
727,"Haemophilus influenzae","species"
309120,"Dialister micraerophilus","species"
1541,"Terrisporobacter mayombei","species"
37734,"Enterococcus casseliflavus","species"
615,"Serratia marcescens","species"
1270,"Micrococcus luteus","species"
288426,"Paracoccus marinus","species"
1966466,"Paracoccus aeridis","species"
411577,"Anaerococcus murdochii","species"
60133,"Prevotella pallens","species"
470565,"Prevotella histicola","species"
1177574,"Prevotella jejuni","species"
376804,"Phocaeicola barnesiae","species"
38284,"Corynebacterium accolens","species"
2842124,"Pseudomonas sp. NKUCC02_KPG","species"
57480,"Microvirgula aerodenitrificans","species"
1261637,"Anaerostipes sp. 992a","species"
1629,"Weissella viridescens","species"
242750,"Hallella bergensis","species"
35703,"Citrobacter amalonaticus","species"
1527,"Anaerocolumna aminovalerica","species"
29360,"Cellulosilyticum lentocellum","species"
29370,"Lacrimispora sphenoides","species"
1414721,"Faecalispora jeddahensis","species"
1485952,"Phytobacter massiliensis","species"
1917873,"Pygmaiobacter massiliensis","species"
2594882,"Mediterraneibacter catenae","species"
1513284,"Bacillus sp. AP8","species"
852,"Fusobacterium perfoetens","species"
1384078,"Prevotella sp. DNF00663","species"
726,"Haemophilus haemolyticus","species"
419005,"Prevotella amnii","species"
1720317,"Porphyromonadaceae bacterium FC4","species"
2025884,"Aggregatibacter kilianii","species"
1218506,"Lactobacillus kimbladii","species"
483,"Neisseria cinerea","species"
38290,"Corynebacterium macginleyi","species"
1544416,"Corynebacterium oculi","species"
1979527,"Corynebacterium kefirresidentii","species"
2762557,"Campylobacter massiliensis","species"
1497953,"Bacteroidales bacterium KA00251","species"
2890317,"Yersinia alsatica","species"
1796622,"Extibacter muris","species"
1841856,"Bacteroides mediterraneensis","species"
384636,"Lacrimispora xylanisolvens","species"
1169913,"Vulcaniibacterium thermophilum","species"
2223,"Methanothrix soehngenii","species"
167642,"Ilyobacter polytropus","species"
1737,"Paraclostridium tenue","species"
73098,"Kluyvera georgiana","species"
1267424,"Salinicola peritrichatus","species"
51664,"Lapidilactobacillus dextrinicus","species"
52242,"Lactobacillus gallinarum","species"
1505,"Paraclostridium sordellii","species"
2292231,"Coprococcus sp. AF21-14LB","species"
1665,"Arthrobacter globiformis","species"
135083,"Centipeda noxia","species"
2764326,"Fusobacterium hominis","species"
188913,"Cetobacterium somerae","species"
2941326,"Alistipes muris","species"
60246,"Helicobacter ganmani","species"
2094150,"Duncaniella muris","species"
2212467,"Bacteroidaceae bacterium","species"
2320113,"bacterium 1xD42-87","species"
2498093,"Muribaculaceae bacterium","species"
2518971,"Duncaniella dubosii","species"
2736290,"Xylanibacter muris","species"
2937417,"Bacteroides muris (ex Fokt et al. 2023)","species"
35787,"Limosilactobacillus pontis","species"
47493,"Limosilactobacillus panis","species"
215200,"Peptostreptococcus russellii","species"
420645,"Lactobacillus equicursoris","species"
434464,"Leuconostoc holzapfelii","species"
1155073,"Enterococcus diestrammenae","species"
1158459,"Kosakonia sacchari","species"
2681309,"Leclercia sp. Colony189","species"
2715212,"Bacteroides faecium","species"
464322,"Veillonella magna","species"
2494234,"Sutterella megalosphaeroides","species"
195,"Campylobacter coli","species"
384678,"Paracoccus sulfuroxidans","species"
1965630,"Collinsella sp. An307","species"
490,"Neisseria sicca","species"
2675711,"Klebsiella sp. WP3-S18-ESBL-05","species"
2723058,"Bacteroides sp. GM023","species"
1492922,"Gammaproteobacteria bacterium MFB021","species"
296,"Pseudomonas fragi","species"
495,"Neisseria elongata","species"
651,"Aeromonas media","species"
61647,"Pluralibacter gergoviae","species"
69220,"Lelliottia nimipressuralis","species"
86185,"Pseudomonas lundensis","species"
122355,"Pseudomonas psychrophila","species"
158484,"Cedecea davisae","species"
196024,"Aeromonas dhakensis","species"
440079,"Aeromonas bivalvium","species"
861445,"Psychrobacter sanguinis","species"
1608996,"Pseudomonas helleri","species"
2056231,"Pseudomonas qingdaonensis","species"
2306423,"Lactiplantibacillus garii","species"
2587528,"Klebsiella spallanzanii","species"
2820817,"Aggregatibacter sp. 2125159857","species"
1244,"Leuconostoc gelidum","species"
313439,"Streptococcus massiliensis","species"
33037,"Anaerococcus vaginalis","species"
1232426,"[Collinsella] massiliensis","species"
1870984,"Anaerococcus mediterraneensis","species"
1299998,"Tractidigestivibacter scatoligenes","species"
2486576,"Absicoccus porci","species"
2606626,"Sodaliphilus pleomorphus","species"
1871002,"Acidaminococcus timonensis","species"
944036,"Blastocystis sp. subtype 1","species"
2777960,"Citrobacter sp. Res13-Sevr-PEB04-36","species"
944160,"Blastocystis sp. subtype 2","species"
29522,"Brachyspira aalborgi","species"
428712,"Jonquetella anthropi","species"
2364787,"Alistipes megaguti","species"
2292235,"Mitsuokella sp. AF21-1AC","species"
2584944,"Sutterella faecalis","species"
1965579,"Olsenella sp. An188","species"
40214,"Acinetobacter johnsonii","species"
83231,"Xylanibacter brevis","species"
537288,"Megasphaera sp. DJF_B143","species"
1937461,"Collinsella provencensis","species"
1462571,"Bacteroides gallinaceum","species"
2972461,"Bacteroides sp. ET225","species"
167,"Treponema succinifaciens","species"
1293,"Staphylococcus gallinarum","species"
1601,"Ligilactobacillus agilis","species"
78346,"Bifidobacterium ruminantium","species"
416586,"Dongibacter bovis","species"
604330,"Parafannyhessea umbonata","species"
2925336,"Hallella absiana","species"
319939,"Metapseudomonas otitidis","species"
2650472,"Collinsella sp. AK_207A","species"
2497875,"Enterobacter chuandaensis","species"
329,"Ralstonia pickettii","species"
347,"Xanthomonas oryzae","species"
105219,"Ralstonia mannitolilytica","species"
2782540,"Sphingomonas beigongshangi","species"
108981,"Acinetobacter schindleri","species"
555313,"Phocaeicola abscessus","species"
2078689,"Pseudomonas jilinensis","species"
713051,"TM7 phylum sp. oral taxon 349","species"
2171989,"Candidatus Nanoperiomorbus periodonticus","species"
2899133,"Candidatus Nanosynbacter sp. HMT-352","species"
155892,"Caulobacter vibrioides","species"
713052,"TM7 phylum sp. oral taxon 350","species"
1347393,"Bacteroides neonati","species"
1005665,"Kosakonia oryzendophytica","species"
2171992,"Candidatus Nanogingivalis gingivitcus","species"
2058346,"Chryseobacterium lacus","species"
2929800,"Chryseobacterium suipulveris","species"
35818,"Helicobacter pullorum","species"
190721,"Ralstonia insidiosa","species"
374426,"Methylobacterium persicinum","species"
582607,"Roseateles asaccharophilus","species"
89772,"Aquamicrobium lusatiense","species"
202956,"Acinetobacter towneri","species"
619805,"Soonwooa buanensis","species"
1768011,"Sphingobacterium cellulitidis","species"
2044603,"Sphingobacterium sp. 1.A.4","species"
2762230,"Luteimonas colneyensis","species"
82995,"Serratia grimesii","species"
2906072,"Aurantimonas sp. HBX-1","species"
1652,"Alloiococcus otitis","species"
29321,"Corynebacterium otitidis","species"
84163,"Cryptobacterium curtum","species"
713053,"TM7 phylum sp. oral taxon 351","species"
938289,"Levyella massiliensis","species"
305,"Ralstonia solanacearum","species"
346,"Xanthomonas citri","species"
95486,"Burkholderia cenocepacia","species"
413712,"Sphingomonas pseudosanguinis","species"
2650745,"Xanthomonas sontii","species"
2561898,"Candidatus Campylobacter infans","species"
82374,"Anaerovibrio lipolyticus","species"
38302,"Corynebacterium mycetoides","species"
2592656,"Vogesella urethralis","species"
2592333,"Sellimonas caecigallum","species"
1249,"Weissella paramesenteroides","species"
1307,"Streptococcus suis","species"
1313,"Streptococcus pneumoniae","species"
105612,"Dellaglioa algida","species"
237576,"Oribacterium sinus","species"
1528099,"Lawsonella clevelandensis","species"
1547448,"Arachnia rubra","species"
2749961,"Pseudolactococcus carnosus","species"
1490,"Paraclostridium bifermentans","species"
1561,"Clostridium baratii","species"
1587,"Lactobacillus helveticus","species"
157687,"Leptotrichia wadei","species"
1718,"Corynebacterium glutamicum","species"
979627,"Lachnoanaerobaculum orale","species"
54297,"Limnospira fusiformis","species"
86332,"Mogibacterium pumilum","species"
1501329,"Oribacterium parvum","species"
1605,"Ligilactobacillus animalis","species"
1502943,"Veillonella seminalis","species"
1907659,"Blautia sp. Marseille-P3201T","species"
373054,"Calditerricola satsumensis","species"
1333651,"Bifidobacterium moukalabense","species"
1852385,"Olsenella phocaeensis","species"
61646,"Lelliottia amnigena","species"
1871024,"Mordavella massiliensis","species"
1965551,"Faecalibacterium sp. An122","species"
1748,"Acidipropionibacterium acidipropionici","species"
2742600,"Limosilactobacillus urinaemulieris","species"
84136,"Gemella bergeri","species"
1445614,"Actinotignum sanguinis","species"
2678506,"Ruminococcus sp. zg-921","species"
2086575,"Parabacteroides pacaensis","species"
208223,"Kosakonia cowanii","species"
747645,"Parvibacter caecicola","species"
1965654,"Lachnoclostridium sp. An76","species"
1965545,"Tyzzerella sp. An114","species"
1252,"Leuconostoc carnosum","species"
2487355,"Pseudomonas carnis","species"
1472765,"Peptoniphilus obesi","species"
2763669,"Qiania dongpingensis","species"
39441,"Methanobrevibacter arboriphilus","species"
580026,"Adlercreutzia mucosicola","species"
317010,"Enterococcus canintestini","species"
885040,"Enterobacter soli","species"
1670446,"Lactiplantibacillus herbarum","species"
1965569,"Lachnoclostridium sp. An169","species"
2011094,"Coriobacteriaceae bacterium","species"
361872,"Helicobacter equorum","species"
1841865,"Mediterranea massiliensis","species"
1871017,"Aedoeadaptatus urinae","species"
915173,"Faecalicoccus acidiformans","species"
1965558,"Flavonifractor sp. An135","species"
2841525,"Pseudoflavonifractor sp. MSJ-30","species"
1871022,"Parolsenella massiliensis","species"
36740,"Dermabacter hominis","species"
200,"Campylobacter curvus","species"
135080,"Centipeda flueggei","species"
1778540,"Dickeya fangzhongdai","species"
2814654,"Citrobacter sp. ku-bf4","species"
2841534,"Tissierella simiarum","species"
36805,"Microbacterium aurum","species"
502558,"Eggerthella sp. YY7918","species"
59561,"Trueperella bernardiae","species"
585,"Proteus vulgaris","species"
1904861,"Peptostreptococcaceae bacterium","species"
156456,"Megasphaera geminata","species"
1852379,"Megasphaera coli","species"
1945634,"Butyricicoccus porcorum","species"
2030806,"Burkholderiaceae bacterium","species"
39029,"Megasphaera cerevisiae","species"
2779518,"Blautia liquoris","species"
29372,"Clostridium thermobutyricum","species"
544581,"Actinomyces johnsonii","species"
1363,"Lactococcus garvieae","species"
425941,"Hoylesella nanceiensis","species"
2796361,"Kingella bonacorsii","species"
1111454,"Megasphaera vaginalis (ex Srinivasan et al. 2021)","species"
1201031,"Pectobacterium aroidearum","species"
71451,"Enterococcus malodoratus","species"
1965590,"Barnesiella sp. An22","species"
227944,"Lactobacillus kalixensis","species"
53444,"Fructilactobacillus lindneri","species"
44008,"Enterococcus cecorum","species"
44009,"Enterococcus dispar","species"
1780378,"Clostridiales bacterium CHKCI001","species"
51123,"[Eubacterium] saphenum","species"
155866,"Weissella soli","species"
2100821,"Lacticaseibacillus chiayiensis","species"
28134,"Hoylesella oralis","species"
304207,"Schleiferilactobacillus harbinensis","species"
2605790,"Roseburia porci","species"
1796646,"Muribaculum intestinale","species"
28133,"Prevotella nigrescens","species"
39489,"Clostridium moniliforme","species"
1776381,"Olegusella massiliensis","species"
1944634,"Centipeda felix","species"
28264,"Arcanobacterium haemolyticum","species"
236753,"Fastidiosipila sanguinis","species"
1329,"Streptococcus canis","species"
5482,"Candida tropicalis","species"
33941,"Geobacillus thermoleovorans","species"
43765,"Corynebacterium amycolatum","species"
467210,"Lachnoanaerobaculum saburreum","species"
178001,"Leuconostoc inhae","species"
160453,"Enterococcus gilvus","species"
545,"Citrobacter koseri","species"
1658108,"Niameybacter massiliensis","species"
68891,"Streptococcus peroris","species"
2606634,"Velocimicrobium porci","species"
2883292,"bacterium 210820-DFI.6.37","species"
40324,"Stenotrophomonas maltophilia","species"
72000,"Kocuria rhizophila","species"
312306,"Pseudomonas entomophila","species"
86956,"Pectinatus cerevisiiphilus","species"
1631871,"Weissella jogaejeotgali","species"
1965583,"Lachnoclostridium sp. An196","species"
2891570,"Pseudocitrobacter corydidari","species"
2049043,"Desulfovibrionaceae bacterium","species"
28135,"Segatella oris","species"
1334,"Streptococcus dysgalactiae","species"
43770,"Corynebacterium striatum","species"
689904,"Tissierella carlieri","species"
1585974,"Beduini massiliensis","species"
2364796,"Ruminococcus sp. Marseille-P6503","species"
1115758,"Romboutsia ilealis","species"
1602,"Companilactobacillus alimentarius","species"
1470356,"Clostridium ihumii","species"
1574161,"Proteus terrae","species"
1096246,"Hungatella effluvii","species"
397865,"Barnesiella viscericola","species"
1365,"Pseudolactococcus plantarum","species"
136857,"Corynebacterium testudinoris","species"
43769,"Corynebacterium propinquum","species"
69824,"Thomasclavelia cocleata","species"
1288391,"Actinomyces timonensis","species"
566,"Pseudescherichia vulneris","species"
283686,"Kosakonia radicincitans","species"
33968,"Leuconostoc pseudomesenteroides","species"
1608583,"Streptococcus varani","species"
1288,"Staphylococcus xylosus","species"
1296,"Mammaliicoccus sciuri","species"
303,"Pseudomonas putida","species"
5478,"Nakaseomyces glabratus","species"
2596920,"Geodermatophilaceae bacterium NBWT11","species"
2866588,"Pseudoclavibacter sp. Marseille-Q3772","species"
2707005,"Paenibacillus lutimineralis","species"
630,"Yersinia enterocolitica","species"
1684,"Bifidobacterium asteroides","species"
44007,"Enterococcus pseudoavium","species"
44252,"Paenibacillus macerans","species"
71453,"Tetragenococcus solitarius","species"
116718,"Paenibacillus azoreducens","species"
400946,"Wohlfahrtiimonas chitiniclastica","species"
652708,"Bacteroidetes oral taxon 274","species"
33028,"Staphylococcus saccharolyticus","species"
290054,"Eubacterium coprostanoligenes","species"
2799560,"Ruminococcaceae bacterium BL-4","species"
1755099,"Pseudenterobacter timonensis","species"
2610880,"Bifidobacterium canis","species"
1687,"Bifidobacterium coryneforme","species"
2799577,"Lacticaseibacillus suilingensis","species"
2804314,"Desulfovibrio sp. UIB00","species"
177972,"Shuttleworthella satelles","species"
641148,"Neisseria sp. oral taxon 014","species"
1509,"Clostridium sporogenes","species"
228604,"Segatella salivae","species"
109790,"Lactobacillus jensenii","species"
2364791,"Enterococcus mediterraneensis","species"
29354,"Lacrimispora celerecrescens","species"
1828,"Rhodococcoides fascians","species"
160826,"Nocardioides aquaticus","species"
305517,"Nocardioides kribbensis","species"
53346,"Enterococcus mundtii","species"
2789592,"Fusobacterium sp. DD14","species"
228229,"Ligilactobacillus saerimneri","species"
2729622,"Lentilactobacillus kribbianus","species"
1679444,"Akkermansia glycaniphila","species"
151276,"Bacteroides coprosuis","species"
2714926,"Dysgonomonas sp. HDW5A","species"
199592,"Microbacterium paraoxydans","species"
28028,"Corynebacterium flavescens","species"
650,"Aeromonas jandaei","species"
38313,"Shewanella algae","species"
4909,"Pichia kudriavzevii","species"
148604,"Limosilactobacillus ingluviei","species"
1295565,"Larsenimonas salina","species"
813,"Chlamydia trachomatis","species"
168471,"Laribacter hongkongensis","species"
881,"Nitratidesulfovibrio vulgaris","species"
488447,"Burkholderia contaminans","species"
713059,"Candidatus Saccharibacteria bacterium oral taxon 488","species"
1583098,"Fusobacterium hwasookii","species"
167481,"Companilactobacillus mindensis","species"
80878,"Acidovorax temperans","species"
1768210,"Vagococcus martis","species"
1871012,"Mobilibacterium timonense","species"
2652279,"Olsenella porci","species"
2726201,"Olsenella sp. KGMB02461","species"
2894156,"Leptogranulimonas caecicola","species"
1612,"Companilactobacillus farciminis","species"
29385,"Staphylococcus saprophyticus","species"
89059,"Ligilactobacillus acidipiscis","species"
1970790,"[Lactobacillus] timonensis","species"
2559925,"Enterococcus dongliensis","species"
2578104,"Microbacterium sp. 5K110","species"
31973,"Eggerthia catenaformis","species"
28137,"Prevotella veroralis","species"
671224,"Centipeda artemidis","species"
712359,"Leptotrichia sp. oral taxon 215","species"
135082,"Centipeda infelix","species"
331679,"Pediococcus stilesii","species"
407975,"Hoylesella pleuritidis","species"
652706,"Oribacterium sp. oral taxon 078","species"
1765963,NA,NA
676,"Vibrio fluvialis","species"
2741497,"Peptidiphaga gingivicola","species"
2572087,"Candidatus Saccharibacteria bacterium oral taxon 955","species"
1251,"Leuconostoc fallax","species"
379893,"Trabulsiella odontotermitis","species"
2202164,"Enterobacter sp. RIT418","species"
103810,"Riemerella columbina","species"
2841504,"Dysosmobacter acutus","species"
128785,"Pseudoxanthomonas mexicana","species"
180588,"Psychrobacter faecalis","species"
2763054,"Mediterraneibacter hominis","species"
316,"Stutzerimonas stutzeri","species"
2032568,"Lysobacteraceae bacterium NML93-0831","species"
2750,"Carnobacterium mobile","species"
2758709,"Psychrobacter sp. GP33","species"
225894,"Glutamicibacter ardleyensis","species"
1965646,"Barnesiella sp. An55","species"
2039,"Tropheryma whipplei","species"
2293110,"Melissococcus sp. OM08-11BH","species"
502393,"Gemelliphila asaccharolytica","species"
59814,"Pantoea dispersa","species"
472693,"Pantoea eucrina","species"
684066,"Streptococcus lactarius","species"
1000568,"Megasphaera lornae","species"
1588753,NA,NA
143361,"Filifactor alocis","species"
169292,"Corynebacterium aurimucosum","species"
1501332,"Oribacterium asaccharolyticum","species"
1906334,"Corynebacterium sp. NML140438","species"
2220000,"[Pseudopropionibacterium] massiliense","species"
2490956,"Veillonella sp. 3310","species"
712156,"Atopobium sp. oral taxon 199","species"
1296540,"Paucilactobacillus nenjiangensis","species"
1494461,"Pseudolactococcus laudensis","species"
2012477,"Lactobacillus porci","species"
38304,"Corynebacterium tuberculostearicum","species"
183417,"Proteus hauseri","species"
35518,"[Eubacterium] nodatum","species"
37637,"Corynebacterium pseudodiphtheriticum","species"
712710,"Tannerella serpentiformis","species"
1926276,"Actinomyces culturomici","species"
